file,line,tokens,original_text,display_text_fr
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,1183,B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0,"""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0\\B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0.json"",","""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0\\Traduction à ajouter : B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0 (B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0).json"","
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,1188,B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0,"""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0\\B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0.json"",","""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0\\Traduction à ajouter : B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0 (B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0).json"","
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,1193,B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0,"""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0\\B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0.md"",","""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0\\Traduction à ajouter : B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0 (B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0).md"","
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,1198,B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0,"""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0\\B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0.md"",","""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0\\Traduction à ajouter : B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0 (B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0).md"","
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,1203,B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0,"""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0\\B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0.md"",","""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0\\Traduction à ajouter : B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0 (B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0).md"","
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,1208,B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0,"""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0\\B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0.md"",","""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0\\Traduction à ajouter : B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0 (B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0).md"","
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,1213,B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0,"""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0\\B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0.md"",","""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0\\Traduction à ajouter : B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0 (B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0).md"","
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,1218,B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0,"""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0\\B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0.md"",","""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0\\Traduction à ajouter : B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0 (B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0).md"","
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,1223,B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0,"""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0\\B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0.md"",","""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0\\Traduction à ajouter : B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0 (B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0).md"","
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,1228,B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0,"""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0\\B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0.md"",","""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0\\Traduction à ajouter : B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0 (B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0).md"","
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,1233,B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0,"""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0\\B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0.md"",","""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0\\Traduction à ajouter : B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0 (B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0).md"","
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,1238,B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0,"""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0\\B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0.md"",","""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0\\Traduction à ajouter : B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0 (B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0).md"","
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,1243,B9_LIVE_CHAIN_STEPS_V0,"""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0\\B9_LIVE_CHAIN_STEPS_V0.csv"",","""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0\\Traduction à ajouter : B9_LIVE_CHAIN_STEPS_V0 (B9_LIVE_CHAIN_STEPS_V0).csv"","
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,1248,B9_LIVE_CHAIN_TECHNICAL_RISKS_V0,"""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0\\B9_LIVE_CHAIN_TECHNICAL_RISKS_V0.csv"",","""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0\\Traduction à ajouter : B9_LIVE_CHAIN_TECHNICAL_RISKS_V0 (B9_LIVE_CHAIN_TECHNICAL_RISKS_V0).csv"","
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,1253,B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0,"""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0_git_validation\\B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0.json"",","""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0_git_validation\\Traduction à ajouter : B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0 (B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0).json"","
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,1258,B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0,"""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0_git_validation\\B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0.json"",","""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0_git_validation\\Traduction à ajouter : B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0 (B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0).json"","
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,1263,B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0,"""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0_git_validation\\B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0.json"",","""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0_git_validation\\Traduction à ajouter : B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0 (B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0).json"","
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,1268,B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0,"""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0_git_validation\\B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0.json"",","""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0_git_validation\\Traduction à ajouter : B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0 (B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0).json"","
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,1273,B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0,"""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0_git_validation\\B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0.json"",","""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0_git_validation\\Traduction à ajouter : B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0 (B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0).json"","
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,1278,B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0,"""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0_git_validation\\B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0.json"",","""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0_git_validation\\Traduction à ajouter : B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0 (B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0).json"","
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,1283,B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0,"""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0_git_validation\\B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0.json"",","""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0_git_validation\\Traduction à ajouter : B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0 (B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0).json"","
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,1288,B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0,"""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0_git_validation\\B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0.json"",","""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0_git_validation\\Traduction à ajouter : B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0 (B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0).json"","
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,1293,B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0,"""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0_git_validation\\B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0.json"",","""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0_git_validation\\Traduction à ajouter : B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0 (B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0).json"","
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,1298,B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0,"""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0_git_validation\\B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0.json"",","""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0_git_validation\\Traduction à ajouter : B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0 (B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0).json"","
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,1303,B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0,"""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0_git_validation\\B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0.json"",","""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0_git_validation\\Traduction à ajouter : B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0 (B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0).json"","
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,1308,B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0,"""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0_git_validation\\B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0.json"",","""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0_git_validation\\Traduction à ajouter : B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0 (B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0).json"","
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,1313,B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0,"""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0_git_validation\\B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0.json"",","""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0_git_validation\\Traduction à ajouter : B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0 (B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0).json"","
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,1318,B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0,"""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0_git_validation\\B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0.json"",","""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0_git_validation\\Traduction à ajouter : B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0 (B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0).json"","
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,1323,B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0,"""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0_git_validation\\B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0.json"",","""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0_git_validation\\Traduction à ajouter : B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0 (B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0).json"","
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,1328,B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0,"""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0_git_validation\\B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0.json"",","""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0_git_validation\\Traduction à ajouter : B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0 (B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0).json"","
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,1333,B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0,"""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0_git_validation\\B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0.json"",","""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0_git_validation\\Traduction à ajouter : B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0 (B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0).json"","
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,1338,B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0,"""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0_git_validation\\B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0.json"",","""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0_git_validation\\Traduction à ajouter : B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0 (B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0).json"","
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,1343,B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0,"""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0_git_validation\\B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0.json"",","""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0_git_validation\\Traduction à ajouter : B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0 (B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0).json"","
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,1348,B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0,"""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0_git_validation\\B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0.json"",","""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0_git_validation\\Traduction à ajouter : B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0 (B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0).json"","
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,1353,B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0,"""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0_git_validation\\B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0.json"",","""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0_git_validation\\Traduction à ajouter : B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0 (B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0).json"","
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,1358,B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0,"""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0_git_validation\\B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0.json"",","""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0_git_validation\\Traduction à ajouter : B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0 (B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0).json"","
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,1363,B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0,"""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0_git_validation\\B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0.json"",","""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0_git_validation\\Traduction à ajouter : B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0 (B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0).json"","
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,1368,B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0,"""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0_git_validation\\B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0.md"",","""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0_git_validation\\Traduction à ajouter : B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0 (B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0).md"","
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,1373,B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0,"""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0_git_validation\\B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0.md"",","""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0_git_validation\\Traduction à ajouter : B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0 (B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0).md"","
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,1378,B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0,"""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0_git_validation\\B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0.md"",","""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0_git_validation\\Traduction à ajouter : B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0 (B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0).md"","
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,1383,B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0,"""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0_git_validation\\B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0.md"",","""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0_git_validation\\Traduction à ajouter : B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0 (B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0).md"","
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,1388,B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0,"""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0_git_validation\\B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0.md"",","""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0_git_validation\\Traduction à ajouter : B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0 (B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0).md"","
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,1393,B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0,"""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0_git_validation\\B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0.md"",","""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0_git_validation\\Traduction à ajouter : B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0 (B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0).md"","
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,1398,B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0,"""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0_git_validation\\B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0.md"",","""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0_git_validation\\Traduction à ajouter : B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0 (B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0).md"","
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,1403,B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0,"""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0_git_validation\\B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0.md"",","""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0_git_validation\\Traduction à ajouter : B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0 (B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0).md"","
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,1408,B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0,"""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0_git_validation\\B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0.md"",","""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0_git_validation\\Traduction à ajouter : B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0 (B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0).md"","
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,1413,B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0,"""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0_git_validation\\B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0.md"",","""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0_git_validation\\Traduction à ajouter : B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0 (B9_LIVE_CHAIN_ORCHESTRATOR_DRY_RUN_V0).md"","
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,1418,B9_LIVE_CHAIN_STEPS_V0,"""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0_git_validation\\B9_LIVE_CHAIN_STEPS_V0.csv"",","""file"": ""outputs\\b9_live_chain_orchestrator_dry_run_v0_git_validation\\Traduction à ajouter : B9_LIVE_CHAIN_STEPS_V0 (B9_LIVE_CHAIN_STEPS_V0).csv"","
